n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001056,400000001056,"""2016-06-16T00:00:00""","""2016-11-21T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2052
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001068,400000001068,"""2002-04-08T00:00:00""","""2005-05-02T00:00:00""",Officer,GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2064
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001069,400000001069,"""2002-12-31T00:00:00""","""2016-05-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2065
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001066,400000001066,"""2001-03-30T00:00:00""","""2004-04-01T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2062
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001067,400000001067,"""2002-01-22T00:00:00""","""2008-01-04T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2063
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001073,400000001073,"""2003-05-15T00:00:00""","""2016-11-14T00:00:00""",Officer,CONTROLLER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2069
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001074,400000001074,"""2003-05-20T00:00:00""","""2006-05-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2070
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001071,400000001071,"""2003-05-09T00:00:00""","""2017-01-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2067
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001072,400000001072,"""2003-05-09T00:00:00""","""2007-10-24T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2068
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001070,400000001070,"""2003-05-07T00:00:00""","""2015-09-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2066
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001075,400000001075,"""2003-05-23T00:00:00""","""2006-12-29T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2071
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001076,400000001076,"""2003-06-30T00:00:00""","""2008-05-22T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2072
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001079,400000001079,"""2003-07-07T00:00:00""","""2007-09-11T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2075
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001077,400000001077,"""2003-07-01T00:00:00""","""2003-07-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2073
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001078,400000001078,"""2003-07-01T00:00:00""","""2006-02-01T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2074
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001084,400000001084,"""2003-08-27T00:00:00""","""2006-05-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2080
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001082,400000001082,"""2003-08-18T00:00:00""","""2011-12-07T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2078
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001083,400000001083,"""2003-08-26T00:00:00""","""2014-05-13T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2079
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001080,400000001080,"""2003-07-14T00:00:00""","""2016-05-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2076
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001081,400000001081,"""2003-07-25T00:00:00""","""2009-06-04T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2077
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001086,400000001086,"""2003-09-09T00:00:00""","""2007-02-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2082
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001087,400000001087,"""2003-10-07T00:00:00""","""2003-10-07T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2083
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001085,400000001085,"""2003-09-03T00:00:00""","""2005-04-25T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2081
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001088,400000001088,"""2003-10-14T00:00:00""","""2003-10-14T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2084
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001089,400000001089,"""2003-11-04T00:00:00""","""2004-06-16T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2085
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001090,400000001090,"""2003-11-24T00:00:00""","""2008-04-04T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2086
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001093,400000001093,"""2004-01-28T00:00:00""","""2004-12-01T00:00:00""",Officer,CHIEF ADMINISTRATIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2089
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001091,400000001091,"""2003-12-09T00:00:00""","""2016-06-02T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2087
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001092,400000001092,"""2003-12-16T00:00:00""","""2005-03-29T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2088
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001097,400000001097,"""2004-04-13T00:00:00""","""2004-12-07T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2093
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001098,400000001098,"""2004-04-29T00:00:00""","""2006-11-10T00:00:00""",Officer,SENIOR LOAN OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2094
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001095,400000001095,"""2004-02-20T00:00:00""","""2004-11-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2091
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001096,400000001096,"""2004-03-26T00:00:00""","""2004-03-26T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2092
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001099,400000001099,"""2004-05-13T00:00:00""","""2005-03-07T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2095
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001094,400000001094,"""2004-02-03T00:00:00""","""2004-02-03T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2090
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001101,400000001101,"""2004-05-26T00:00:00""","""2009-10-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2097
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001102,400000001102,"""2004-05-26T00:00:00""","""2014-01-27T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2098
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001100,400000001100,"""2004-05-19T00:00:00""","""2011-05-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2096
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001105,400000001105,"""2004-07-30T00:00:00""","""2015-02-27T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2101
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001106,400000001106,"""2004-09-01T00:00:00""","""2004-09-21T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2102
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001103,400000001103,"""2004-06-07T00:00:00""","""2004-06-07T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2099
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001104,400000001104,"""2004-07-08T00:00:00""","""2004-07-08T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2100
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001107,400000001107,"""2004-09-16T00:00:00""","""2004-09-29T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2103
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001108,400000001108,"""2004-10-04T00:00:00""","""2004-10-13T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2104
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001112,400000001112,"""2005-01-18T00:00:00""","""2005-01-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2108
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001110,400000001110,"""2004-12-15T00:00:00""","""2008-06-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2106
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001111,400000001111,"""2004-12-31T00:00:00""","""2016-12-15T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2107
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001116,400000001116,"""2005-02-22T00:00:00""","""2005-02-22T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2112
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001117,400000001117,"""2005-03-15T00:00:00""","""2012-09-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2113
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001114,400000001114,"""2005-02-04T00:00:00""","""2007-08-19T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2110
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001115,400000001115,"""2005-02-09T00:00:00""","""2005-02-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2111
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001118,400000001118,"""2005-03-30T00:00:00""","""2006-01-25T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2114
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001119,400000001119,"""2005-04-01T00:00:00""","""2007-05-07T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2115
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001113,400000001113,"""2005-02-04T00:00:00""","""2005-02-04T00:00:00""",Officer,CHIEF OPERATING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2109
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001120,400000001120,"""2005-04-04T00:00:00""","""2005-10-03T00:00:00""",Officer,CHIEF ACCOUNTING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2116
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001121,400000001121,"""2005-04-20T00:00:00""","""2005-04-20T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2117
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001122,400000001122,"""2005-05-12T00:00:00""","""2011-03-08T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2118
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001127,400000001127,"""2005-08-08T00:00:00""","""2007-12-11T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2123
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001128,400000001128,"""2005-08-31T00:00:00""","""2005-08-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2124
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001125,400000001125,"""2005-06-20T00:00:00""","""2005-11-11T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2121
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001126,400000001126,"""2005-06-27T00:00:00""","""2007-01-11T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2122
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001129,400000001129,"""2005-10-17T00:00:00""","""2016-06-23T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2125
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001123,400000001123,"""2005-06-09T00:00:00""","""2007-12-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2119
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001124,400000001124,"""2005-06-10T00:00:00""","""2005-06-10T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2120
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001130,400000001130,"""2005-11-10T00:00:00""","""2005-11-10T00:00:00""",Officer,PRINCIPAL FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2126
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001131,400000001131,"""2005-11-30T00:00:00""","""2007-12-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2127
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001140,400000001140,"""2006-07-01T00:00:00""","""2016-02-27T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2136
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001138,400000001138,"""2006-05-26T00:00:00""","""2006-05-26T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2134
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001139,400000001139,"""2006-06-07T00:00:00""","""2008-01-02T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2135
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001136,400000001136,"""2006-04-05T00:00:00""","""2009-11-30T00:00:00""",Officer,CHIEF ACCOUNTING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2132
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001137,400000001137,"""2006-04-20T00:00:00""","""2016-06-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2133
